,drug,SE
0,337,SE1059
0,339,SE1059
0,342,SE1059
0,365,SE1059
0,397,SE1059
0,418,SE1059
0,433,SE1059
0,490,SE1059
0,498,SE1059
0,503,SE1059
0,544,SE1059
0,546,SE1059
0,630,SE1059
0,641,SE1059
0,660,SE1059
0,703,SE1059
0,744,SE1059
0,801,SE1059
0,819,SE1059
0,102,SE1060
0,728,SE1060
0,162,SE1061
0,807,SE1062
0,129,SE1063
0,227,SE1064
0,278,SE1064
0,78,SE1065
0,238,SE1065
0,278,SE1065
0,773,SE1065
0,575,SE1066
0,222,SE1067
0,74,SE1068
0,315,SE1068
0,464,SE1068
0,514,SE1068
0,586,SE1068
0,641,SE1068
0,722,SE1068
0,537,SE1069
0,82,SE1070
0,83,SE1070
0,320,SE1070
0,343,SE1070
0,356,SE1070
0,392,SE1070
0,451,SE1070
0,461,SE1070
0,471,SE1070
0,537,SE1070
0,552,SE1070
0,664,SE1070
0,766,SE1070
0,786,SE1070
0,345,SE1071
0,381,SE1071
0,659,SE1072
0,141,SE1073
0,208,SE1073
0,11,SE1074
0,137,SE1074
0,315,SE1074
0,386,SE1074
0,570,SE1074
0,312,SE1075
0,31,SE1076
0,60,SE1076
0,77,SE1076
0,113,SE1076
0,604,SE1076
0,797,SE1076
0,13,SE1077
0,42,SE1077
0,49,SE1077
0,83,SE1077
0,131,SE1077
0,218,SE1077
0,220,SE1077
0,225,SE1077
0,241,SE1077
0,261,SE1077
0,293,SE1077
0,301,SE1077
0,303,SE1077
0,312,SE1077
0,375,SE1077
0,401,SE1077
0,409,SE1077
0,425,SE1077
0,450,SE1077
0,477,SE1077
0,480,SE1077
0,556,SE1077
0,579,SE1077
0,590,SE1077
0,639,SE1077
0,650,SE1077
0,661,SE1077
0,700,SE1077
0,724,SE1077
0,768,SE1077
0,774,SE1077
0,785,SE1077
0,804,SE1077
0,35,SE1078
0,50,SE1078
0,68,SE1078
0,88,SE1078
0,129,SE1078
0,266,SE1078
0,278,SE1078
0,303,SE1078
0,320,SE1078
0,333,SE1078
0,345,SE1078
0,375,SE1078
0,413,SE1078
0,454,SE1078
0,469,SE1078
0,517,SE1078
0,535,SE1078
0,575,SE1078
0,659,SE1078
0,13,SE1079
0,25,SE1079
0,34,SE1079
0,41,SE1079
0,83,SE1079
0,84,SE1079
0,137,SE1079
0,296,SE1079
0,297,SE1079
0,345,SE1079
0,503,SE1079
0,564,SE1079
0,613,SE1079
0,615,SE1079
0,641,SE1079
0,792,SE1079
0,278,SE1080
0,356,SE1080
0,671,SE1080
0,731,SE1080
0,535,SE1081
0,678,SE1081
0,766,SE1081
0,377,SE1082
0,623,SE1082
0,659,SE1082
0,724,SE1082
0,728,SE1082
0,807,SE1082
0,11,SE1083
0,160,SE1083
0,199,SE1083
0,200,SE1083
0,278,SE1083
0,309,SE1083
0,323,SE1083
0,328,SE1083
0,381,SE1083
0,409,SE1083
0,416,SE1083
0,516,SE1083
0,573,SE1083
0,576,SE1083
0,606,SE1083
0,682,SE1083
0,694,SE1083
0,712,SE1083
0,736,SE1083
0,761,SE1083
0,767,SE1083
0,773,SE1083
0,779,SE1083
0,315,SE1084
0,464,SE1084
0,537,SE1084
0,7,SE1085
0,33,SE1085
0,36,SE1085
0,386,SE1085
0,394,SE1085
0,482,SE1085
0,530,SE1085
0,598,SE1085
0,623,SE1085
0,644,SE1085
0,542,SE1086
0,31,SE1087
0,45,SE1087
0,78,SE1087
0,87,SE1087
0,105,SE1087
0,115,SE1087
0,121,SE1087
0,154,SE1087
0,204,SE1087
0,246,SE1087
0,261,SE1087
0,291,SE1087
0,303,SE1087
0,307,SE1087
0,333,SE1087
0,337,SE1087
0,342,SE1087
0,345,SE1087
0,366,SE1087
0,390,SE1087
0,423,SE1087
0,426,SE1087
0,490,SE1087
0,502,SE1087
0,527,SE1087
0,530,SE1087
0,559,SE1087
0,567,SE1087
0,593,SE1087
0,594,SE1087
0,608,SE1087
0,629,SE1087
0,649,SE1087
0,650,SE1087
0,706,SE1087
0,767,SE1087
0,773,SE1087
0,781,SE1087
0,801,SE1087
0,817,SE1087
0,819,SE1087
0,3,SE1088
0,20,SE1088
0,50,SE1088
0,137,SE1088
0,191,SE1088
0,246,SE1088
0,271,SE1088
0,274,SE1088
0,283,SE1088
0,317,SE1088
0,337,SE1088
0,365,SE1088
0,397,SE1088
0,401,SE1088
0,410,SE1088
0,411,SE1088
0,490,SE1088
0,498,SE1088
0,544,SE1088
0,546,SE1088
0,564,SE1088
0,567,SE1088
0,593,SE1088
0,629,SE1088
0,630,SE1088
0,649,SE1088
0,703,SE1088
0,744,SE1088
0,780,SE1088
0,781,SE1088
0,801,SE1088
0,247,SE1089
0,381,SE1089
0,24,SE1090
0,137,SE1090
0,297,SE1090
0,690,SE1090
0,722,SE1090
0,415,SE1091
0,537,SE1091
0,19,SE1092
0,42,SE1092
0,162,SE1092
0,170,SE1092
0,278,SE1092
0,357,SE1092
0,406,SE1092
0,435,SE1092
0,538,SE1092
0,607,SE1092
0,610,SE1092
0,694,SE1092
0,736,SE1092
0,152,SE1093
0,247,SE1093
0,641,SE1093
0,724,SE1093
0,7,SE1094
0,14,SE1094
0,31,SE1094
0,38,SE1094
0,67,SE1094
0,84,SE1094
0,86,SE1094
0,135,SE1094
0,261,SE1094
0,271,SE1094
0,285,SE1094
0,296,SE1094
0,297,SE1094
0,316,SE1094
0,346,SE1094
0,445,SE1094
0,446,SE1094
0,456,SE1094
0,465,SE1094
0,500,SE1094
0,502,SE1094
0,514,SE1094
0,530,SE1094
0,556,SE1094
0,563,SE1094
0,580,SE1094
0,586,SE1094
0,594,SE1094
0,634,SE1094
0,658,SE1094
0,667,SE1094
0,676,SE1094
0,682,SE1094
0,691,SE1094
0,705,SE1094
0,724,SE1094
0,727,SE1094
0,773,SE1094
0,821,SE1094
0,828,SE1094
0,41,SE1095
0,84,SE1095
0,86,SE1095
0,203,SE1095
0,252,SE1095
0,296,SE1095
0,409,SE1095
0,449,SE1095
0,465,SE1095
0,498,SE1095
0,508,SE1095
0,575,SE1095
0,586,SE1095
0,594,SE1095
0,648,SE1095
0,2,SE1096
0,5,SE1096
0,7,SE1096
0,12,SE1096
0,13,SE1096
0,20,SE1096
0,24,SE1096
0,59,SE1096
0,65,SE1096
0,66,SE1096
0,69,SE1096
0,83,SE1096
0,85,SE1096
0,91,SE1096
0,106,SE1096
0,117,SE1096
0,120,SE1096
0,124,SE1096
0,128,SE1096
0,134,SE1096
0,138,SE1096
0,152,SE1096
0,166,SE1096
0,170,SE1096
0,171,SE1096
0,189,SE1096
0,191,SE1096
0,199,SE1096
0,220,SE1096
0,225,SE1096
0,261,SE1096
0,266,SE1096
0,272,SE1096
0,278,SE1096
0,279,SE1096
0,300,SE1096
0,303,SE1096
0,313,SE1096
0,328,SE1096
0,350,SE1096
0,380,SE1096
0,386,SE1096
0,389,SE1096
0,401,SE1096
0,405,SE1096
0,408,SE1096
0,415,SE1096
0,417,SE1096
0,418,SE1096
0,428,SE1096
0,430,SE1096
0,442,SE1096
0,449,SE1096
0,455,SE1096
0,470,SE1096
0,472,SE1096
0,484,SE1096
0,517,SE1096
0,519,SE1096
0,538,SE1096
0,571,SE1096
0,579,SE1096
0,590,SE1096
0,597,SE1096
0,641,SE1096
0,648,SE1096
0,666,SE1096
0,668,SE1096
0,684,SE1096
0,688,SE1096
0,694,SE1096
0,712,SE1096
0,718,SE1096
0,731,SE1096
0,735,SE1096
0,736,SE1096
0,752,SE1096
0,762,SE1096
0,770,SE1096
0,774,SE1096
0,783,SE1096
0,785,SE1096
0,786,SE1096
0,809,SE1096
0,0,SE1097
0,31,SE1097
0,68,SE1097
0,75,SE1097
0,89,SE1097
0,100,SE1097
0,135,SE1097
0,183,SE1097
0,203,SE1097
0,215,SE1097
0,266,SE1097
0,350,SE1097
0,464,SE1097
0,517,SE1097
0,560,SE1097
0,561,SE1097
0,572,SE1097
0,617,SE1097
0,639,SE1097
0,693,SE1097
0,700,SE1097
0,724,SE1097
0,758,SE1097
0,49,SE1098
0,356,SE1098
0,279,SE1099
0,345,SE1099
0,422,SE1100
0,500,SE1100
0,659,SE1100
0,689,SE1100
0,724,SE1100
0,773,SE1100
0,103,SE1101
0,529,SE1101
0,246,SE1102
0,407,SE1102
0,556,SE1102
0,567,SE1102
0,660,SE1102
0,801,SE1102
0,469,SE1103
0,198,SE1104
0,469,SE1104
0,282,SE1105
0,594,SE1105
0,689,SE1105
0,377,SE1106
0,433,SE1106
0,445,SE1106
0,575,SE1106
0,691,SE1106
0,419,SE1107
0,530,SE1107
0,634,SE1107
0,625,SE1108
0,222,SE1109
0,229,SE1109
0,282,SE1109
0,671,SE1109
0,675,SE1109
0,535,SE1110
0,101,SE1111
0,41,SE1112
0,102,SE1112
0,346,SE1112
0,452,SE1112
0,320,SE1113
0,364,SE1113
0,491,SE1113
0,780,SE1113
0,604,SE1114
0,821,SE1115
0,303,SE1116
0,7,SE1117
0,33,SE1117
0,40,SE1117
0,71,SE1117
0,88,SE1117
0,93,SE1117
0,141,SE1117
0,158,SE1117
0,214,SE1117
0,227,SE1117
0,261,SE1117
0,285,SE1117
0,345,SE1117
0,356,SE1117
0,369,SE1117
0,370,SE1117
0,415,SE1117
0,454,SE1117
0,493,SE1117
0,501,SE1117
0,537,SE1117
0,544,SE1117
0,689,SE1117
0,691,SE1117
0,0,SE1118
0,1,SE1118
0,4,SE1118
0,5,SE1118
0,10,SE1118
0,11,SE1118
0,13,SE1118
0,14,SE1118
0,15,SE1118
0,19,SE1118
0,20,SE1118
0,21,SE1118
0,24,SE1118
0,25,SE1118
0,28,SE1118
0,29,SE1118
0,30,SE1118
0,33,SE1118
0,34,SE1118
0,35,SE1118
0,40,SE1118
0,41,SE1118
0,46,SE1118
0,47,SE1118
0,48,SE1118
0,49,SE1118
0,50,SE1118
0,53,SE1118
0,58,SE1118
0,59,SE1118
0,62,SE1118
0,67,SE1118
0,71,SE1118
0,75,SE1118
0,77,SE1118
0,80,SE1118
0,83,SE1118
0,84,SE1118
0,85,SE1118
0,88,SE1118
0,89,SE1118
0,91,SE1118
0,95,SE1118
0,96,SE1118
0,97,SE1118
0,99,SE1118
0,100,SE1118
0,101,SE1118
0,102,SE1118
0,109,SE1118
0,110,SE1118
0,122,SE1118
0,124,SE1118
0,126,SE1118
0,127,SE1118
0,134,SE1118
0,135,SE1118
0,137,SE1118
0,141,SE1118
0,144,SE1118
0,146,SE1118
0,147,SE1118
0,150,SE1118
0,152,SE1118
0,155,SE1118
0,158,SE1118
0,162,SE1118
0,168,SE1118
0,169,SE1118
0,174,SE1118
0,178,SE1118
0,179,SE1118
0,183,SE1118
0,184,SE1118
0,186,SE1118
0,187,SE1118
0,189,SE1118
0,191,SE1118
0,194,SE1118
0,195,SE1118
0,200,SE1118
0,201,SE1118
0,207,SE1118
0,213,SE1118
0,218,SE1118
0,220,SE1118
0,222,SE1118
0,224,SE1118
0,227,SE1118
0,229,SE1118
0,231,SE1118
0,232,SE1118
0,233,SE1118
0,235,SE1118
0,236,SE1118
0,239,SE1118
0,240,SE1118
0,243,SE1118
0,246,SE1118
0,247,SE1118
0,249,SE1118
0,251,SE1118
0,252,SE1118
0,257,SE1118
0,260,SE1118
0,261,SE1118
0,262,SE1118
0,265,SE1118
0,267,SE1118
0,270,SE1118
0,271,SE1118
0,272,SE1118
0,276,SE1118
0,277,SE1118
0,278,SE1118
0,280,SE1118
0,281,SE1118
0,282,SE1118
0,285,SE1118
0,286,SE1118
0,287,SE1118
0,290,SE1118
0,292,SE1118
0,295,SE1118
0,297,SE1118
0,302,SE1118
0,303,SE1118
0,307,SE1118
0,311,SE1118
0,312,SE1118
0,313,SE1118
0,315,SE1118
0,320,SE1118
0,323,SE1118
0,326,SE1118
0,327,SE1118
0,330,SE1118
0,331,SE1118
0,332,SE1118
0,333,SE1118
0,334,SE1118
0,342,SE1118
0,345,SE1118
0,346,SE1118
0,350,SE1118
0,352,SE1118
0,356,SE1118
0,361,SE1118
0,363,SE1118
0,368,SE1118
0,369,SE1118
0,371,SE1118
0,377,SE1118
0,380,SE1118
0,381,SE1118
0,385,SE1118
0,386,SE1118
0,390,SE1118
0,391,SE1118
0,392,SE1118
0,396,SE1118
0,405,SE1118
0,406,SE1118
0,407,SE1118
0,408,SE1118
0,409,SE1118
0,411,SE1118
0,414,SE1118
0,416,SE1118
0,417,SE1118
0,423,SE1118
0,425,SE1118
0,426,SE1118
0,433,SE1118
0,434,SE1118
0,442,SE1118
0,446,SE1118
0,452,SE1118
0,453,SE1118
0,454,SE1118
0,455,SE1118
0,459,SE1118
0,465,SE1118
0,469,SE1118
0,472,SE1118
0,483,SE1118
0,485,SE1118
0,487,SE1118
0,490,SE1118
0,495,SE1118
0,498,SE1118
0,502,SE1118
0,503,SE1118
0,508,SE1118
0,509,SE1118
0,511,SE1118
0,517,SE1118
0,518,SE1118
0,524,SE1118
0,527,SE1118
0,531,SE1118
0,532,SE1118
0,533,SE1118
0,535,SE1118
0,537,SE1118
0,538,SE1118
0,539,SE1118
0,549,SE1118
0,551,SE1118
0,555,SE1118
0,556,SE1118
0,557,SE1118
0,558,SE1118
0,559,SE1118
0,561,SE1118
0,562,SE1118
0,563,SE1118
0,564,SE1118
0,565,SE1118
0,570,SE1118
0,571,SE1118
0,572,SE1118
0,575,SE1118
0,576,SE1118
0,578,SE1118
0,580,SE1118
0,586,SE1118
0,590,SE1118
0,592,SE1118
0,597,SE1118
0,598,SE1118
0,602,SE1118
0,607,SE1118
0,609,SE1118
0,611,SE1118
0,613,SE1118
0,614,SE1118
0,615,SE1118
0,616,SE1118
0,617,SE1118
0,618,SE1118
0,624,SE1118
0,627,SE1118
0,632,SE1118
0,633,SE1118
0,637,SE1118
0,639,SE1118
0,641,SE1118
0,642,SE1118
0,650,SE1118
0,660,SE1118
0,664,SE1118
0,666,SE1118
0,670,SE1118
0,673,SE1118
0,675,SE1118
0,676,SE1118
0,678,SE1118
0,682,SE1118
0,685,SE1118
0,688,SE1118
0,689,SE1118
0,690,SE1118
0,693,SE1118
0,694,SE1118
0,704,SE1118
0,706,SE1118
0,707,SE1118
0,713,SE1118
0,717,SE1118
0,719,SE1118
0,720,SE1118
0,722,SE1118
0,723,SE1118
0,724,SE1118
0,725,SE1118
0,727,SE1118
0,728,SE1118
0,731,SE1118
0,732,SE1118
0,738,SE1118
0,739,SE1118
0,748,SE1118
0,749,SE1118
0,751,SE1118
0,753,SE1118
0,758,SE1118
0,760,SE1118
0,761,SE1118
0,762,SE1118
0,764,SE1118
0,765,SE1118
0,766,SE1118
0,767,SE1118
0,770,SE1118
0,781,SE1118
0,783,SE1118
0,788,SE1118
0,792,SE1118
0,801,SE1118
0,803,SE1118
0,807,SE1118
0,810,SE1118
0,821,SE1118
0,823,SE1118
0,825,SE1118
0,828,SE1118
0,63,SE1119
0,89,SE1119
0,155,SE1119
0,381,SE1119
0,670,SE1119
0,808,SE1119
0,0,SE1120
0,1,SE1120
0,3,SE1120
0,5,SE1120
0,7,SE1120
0,9,SE1120
0,10,SE1120
0,11,SE1120
0,13,SE1120
0,14,SE1120
0,15,SE1120
0,20,SE1120
0,21,SE1120
0,24,SE1120
0,25,SE1120
0,26,SE1120
0,28,SE1120
0,29,SE1120
0,30,SE1120
0,33,SE1120
0,35,SE1120
0,40,SE1120
0,41,SE1120
0,45,SE1120
0,46,SE1120
0,47,SE1120
0,48,SE1120
0,49,SE1120
0,50,SE1120
0,51,SE1120
0,54,SE1120
0,56,SE1120
0,58,SE1120
0,59,SE1120
0,60,SE1120
0,62,SE1120
0,65,SE1120
0,67,SE1120
0,68,SE1120
0,71,SE1120
0,73,SE1120
0,75,SE1120
0,77,SE1120
0,78,SE1120
0,80,SE1120
0,83,SE1120
0,84,SE1120
0,85,SE1120
0,87,SE1120
0,88,SE1120
0,89,SE1120
0,90,SE1120
0,91,SE1120
0,95,SE1120
0,96,SE1120
0,101,SE1120
0,102,SE1120
0,109,SE1120
0,110,SE1120
0,117,SE1120
0,121,SE1120
0,122,SE1120
0,129,SE1120
0,131,SE1120
0,137,SE1120
0,138,SE1120
0,141,SE1120
0,145,SE1120
0,147,SE1120
0,150,SE1120
0,152,SE1120
0,155,SE1120
0,158,SE1120
0,159,SE1120
0,160,SE1120
0,163,SE1120
0,168,SE1120
0,169,SE1120
0,174,SE1120
0,179,SE1120
0,183,SE1120
0,185,SE1120
0,186,SE1120
0,188,SE1120
0,189,SE1120
0,191,SE1120
0,199,SE1120
0,201,SE1120
0,202,SE1120
0,203,SE1120
0,207,SE1120
0,208,SE1120
0,209,SE1120
0,211,SE1120
0,213,SE1120
0,215,SE1120
0,217,SE1120
0,222,SE1120
0,223,SE1120
0,227,SE1120
0,231,SE1120
0,232,SE1120
0,233,SE1120
0,235,SE1120
0,236,SE1120
0,237,SE1120
0,239,SE1120
0,240,SE1120
0,244,SE1120
0,247,SE1120
0,249,SE1120
0,250,SE1120
0,252,SE1120
0,256,SE1120
0,257,SE1120
0,258,SE1120
0,259,SE1120
0,260,SE1120
0,261,SE1120
0,262,SE1120
0,265,SE1120
0,266,SE1120
0,270,SE1120
0,275,SE1120
0,276,SE1120
0,277,SE1120
0,278,SE1120
0,280,SE1120
0,281,SE1120
0,282,SE1120
0,285,SE1120
0,286,SE1120
0,287,SE1120
0,291,SE1120
0,292,SE1120
0,296,SE1120
0,297,SE1120
0,303,SE1120
0,305,SE1120
0,307,SE1120
0,311,SE1120
0,312,SE1120
0,315,SE1120
0,319,SE1120
0,320,SE1120
0,323,SE1120
0,326,SE1120
0,327,SE1120
0,330,SE1120
0,331,SE1120
0,332,SE1120
0,333,SE1120
0,334,SE1120
0,340,SE1120
0,341,SE1120
0,342,SE1120
0,345,SE1120
0,346,SE1120
0,350,SE1120
0,351,SE1120
0,354,SE1120
0,356,SE1120
0,363,SE1120
0,364,SE1120
0,366,SE1120
0,370,SE1120
0,375,SE1120
0,377,SE1120
0,380,SE1120
0,381,SE1120
0,382,SE1120
0,386,SE1120
0,391,SE1120
0,392,SE1120
0,393,SE1120
0,405,SE1120
0,406,SE1120
0,407,SE1120
0,408,SE1120
0,409,SE1120
0,411,SE1120
0,415,SE1120
0,416,SE1120
0,423,SE1120
0,428,SE1120
0,433,SE1120
0,434,SE1120
0,435,SE1120
0,436,SE1120
0,439,SE1120
0,442,SE1120
0,443,SE1120
0,445,SE1120
0,446,SE1120
0,449,SE1120
0,452,SE1120
0,453,SE1120
0,454,SE1120
0,456,SE1120
0,461,SE1120
0,462,SE1120
0,464,SE1120
0,465,SE1120
0,469,SE1120
0,472,SE1120
0,474,SE1120
0,482,SE1120
0,485,SE1120
0,486,SE1120
0,487,SE1120
0,498,SE1120
0,500,SE1120
0,503,SE1120
0,508,SE1120
0,509,SE1120
0,513,SE1120
0,517,SE1120
0,523,SE1120
0,524,SE1120
0,525,SE1120
0,527,SE1120
0,528,SE1120
0,530,SE1120
0,532,SE1120
0,533,SE1120
0,535,SE1120
0,536,SE1120
0,537,SE1120
0,538,SE1120
0,539,SE1120
0,542,SE1120
0,544,SE1120
0,549,SE1120
0,551,SE1120
0,552,SE1120
0,553,SE1120
0,555,SE1120
0,556,SE1120
0,557,SE1120
0,563,SE1120
0,564,SE1120
0,565,SE1120
0,569,SE1120
0,570,SE1120
0,572,SE1120
0,575,SE1120
0,576,SE1120
0,578,SE1120
0,580,SE1120
0,582,SE1120
0,590,SE1120
0,592,SE1120
0,594,SE1120
0,595,SE1120
0,597,SE1120
0,600,SE1120
0,602,SE1120
0,610,SE1120
0,611,SE1120
0,613,SE1120
0,615,SE1120
0,616,SE1120
0,618,SE1120
0,623,SE1120
0,624,SE1120
0,627,SE1120
0,629,SE1120
0,632,SE1120
0,637,SE1120
0,638,SE1120
0,639,SE1120
0,641,SE1120
0,648,SE1120
0,650,SE1120
0,651,SE1120
0,653,SE1120
0,655,SE1120
0,657,SE1120
0,658,SE1120
0,659,SE1120
0,667,SE1120
0,670,SE1120
0,671,SE1120
0,673,SE1120
0,675,SE1120
0,680,SE1120
0,682,SE1120
0,683,SE1120
0,687,SE1120
0,688,SE1120
0,689,SE1120
0,690,SE1120
0,691,SE1120
0,694,SE1120
0,700,SE1120
0,702,SE1120
0,704,SE1120
0,705,SE1120
0,707,SE1120
0,712,SE1120
0,717,SE1120
0,719,SE1120
0,720,SE1120
0,722,SE1120
0,723,SE1120
0,724,SE1120
0,725,SE1120
0,727,SE1120
0,728,SE1120
0,731,SE1120
0,732,SE1120
0,733,SE1120
0,742,SE1120
0,748,SE1120
0,749,SE1120
0,753,SE1120
0,761,SE1120
0,762,SE1120
0,765,SE1120
0,766,SE1120
0,767,SE1120
0,773,SE1120
0,775,SE1120
0,778,SE1120
0,780,SE1120
0,781,SE1120
0,782,SE1120
0,788,SE1120
0,789,SE1120
0,795,SE1120
0,801,SE1120
0,803,SE1120
0,804,SE1120
0,807,SE1120
0,809,SE1120
0,810,SE1120
0,821,SE1120
0,823,SE1120
0,826,SE1120
0,828,SE1120
0,830,SE1120
0,82,SE1121
0,334,SE1121
0,392,SE1121
0,236,SE1122
0,270,SE1122
0,392,SE1122
0,657,SE1122
0,14,SE1123
0,170,SE1123
0,278,SE1123
0,287,SE1123
0,345,SE1123
0,409,SE1123
0,650,SE1123
0,691,SE1123
0,767,SE1123
0,788,SE1123
0,110,SE1124
0,220,SE1125
0,224,SE1125
0,281,SE1125
0,345,SE1125
0,356,SE1125
0,476,SE1125
0,764,SE1125
0,4,SE1126
0,25,SE1126
0,33,SE1126
0,41,SE1126
0,56,SE1126
0,60,SE1126
0,76,SE1126
0,96,SE1126
0,98,SE1126
0,138,SE1126
0,160,SE1126
0,249,SE1126
0,257,SE1126
0,259,SE1126
0,278,SE1126
0,307,SE1126
0,315,SE1126
0,319,SE1126
0,320,SE1126
0,356,SE1126
0,377,SE1126
0,409,SE1126
0,433,SE1126
0,439,SE1126
0,452,SE1126
0,454,SE1126
0,461,SE1126
0,471,SE1126
0,474,SE1126
0,491,SE1126
0,513,SE1126
0,515,SE1126
0,523,SE1126
0,535,SE1126
0,555,SE1126
0,575,SE1126
0,593,SE1126
0,602,SE1126
0,614,SE1126
0,635,SE1126
0,650,SE1126
0,651,SE1126
0,653,SE1126
0,659,SE1126
0,675,SE1126
0,677,SE1126
0,683,SE1126
0,690,SE1126
0,717,SE1126
0,732,SE1126
0,747,SE1126
0,748,SE1126
0,760,SE1126
0,773,SE1126
0,780,SE1126
0,788,SE1126
0,0,SE1127
0,77,SE1127
0,82,SE1127
0,134,SE1127
0,143,SE1127
0,303,SE1127
0,340,SE1127
0,350,SE1127
0,377,SE1127
0,417,SE1127
0,419,SE1127
0,433,SE1127
0,503,SE1127
0,541,SE1127
0,634,SE1127
0,666,SE1127
0,689,SE1127
0,693,SE1127
0,702,SE1127
0,707,SE1127
0,764,SE1127
0,807,SE1127
0,828,SE1127
0,147,SE1128
0,260,SE1128
0,323,SE1128
0,422,SE1128
0,456,SE1128
0,559,SE1128
0,599,SE1128
0,614,SE1128
0,657,SE1128
0,666,SE1128
0,670,SE1128
0,699,SE1128
0,736,SE1128
0,761,SE1128
0,810,SE1128
0,41,SE1129
0,46,SE1129
0,97,SE1129
0,110,SE1129
0,137,SE1129
0,160,SE1129
0,168,SE1129
0,186,SE1129
0,203,SE1129
0,222,SE1129
0,229,SE1129
0,233,SE1129
0,259,SE1129
0,282,SE1129
0,286,SE1129
0,303,SE1129
0,312,SE1129
0,330,SE1129
0,334,SE1129
0,346,SE1129
0,379,SE1129
0,417,SE1129
0,423,SE1129
0,549,SE1129
0,575,SE1129
0,675,SE1129
0,704,SE1129
0,724,SE1129
0,762,SE1129
0,765,SE1129
0,781,SE1129
0,803,SE1129
0,807,SE1129
0,821,SE1129
0,158,SE1130
0,315,SE1131
0,35,SE1132
0,415,SE1132
0,454,SE1132
0,537,SE1132
0,723,SE1132
0,42,SE1133
0,66,SE1133
0,178,SE1133
0,189,SE1133
0,285,SE1133
0,381,SE1133
0,31,SE1134
0,266,SE1134
0,514,SE1134
0,535,SE1135
0,671,SE1135
0,35,SE1136
0,454,SE1136
0,35,SE1137
0,89,SE1137
0,95,SE1137
0,101,SE1137
0,123,SE1137
0,146,SE1137
0,153,SE1137
0,170,SE1137
0,222,SE1137
0,229,SE1137
0,237,SE1137
0,276,SE1137
0,287,SE1137
0,311,SE1137
0,327,SE1137
0,386,SE1137
0,442,SE1137
0,527,SE1137
0,575,SE1137
0,650,SE1137
0,678,SE1137
0,701,SE1137
0,731,SE1137
0,792,SE1137
0,124,SE1138
0,137,SE1138
0,209,SE1138
0,366,SE1138
0,439,SE1138
0,606,SE1138
0,689,SE1138
0,739,SE1138
0,762,SE1138
0,21,SE1139
0,96,SE1139
0,287,SE1139
0,297,SE1139
0,747,SE1140
0,278,SE1141
0,409,SE1141
0,454,SE1141
0,614,SE1141
0,24,SE1142
0,85,SE1142
0,392,SE1142
0,433,SE1142
0,610,SE1142
0,354,SE1143
0,615,SE1143
0,700,SE1143
0,826,SE1143
0,33,SE1144
0,34,SE1144
0,35,SE1144
0,52,SE1144
0,53,SE1144
0,54,SE1144
0,72,SE1144
0,101,SE1144
0,126,SE1144
0,178,SE1144
0,192,SE1144
0,193,SE1144
0,210,SE1144
0,229,SE1144
0,260,SE1144
0,288,SE1144
0,315,SE1144
0,316,SE1144
0,334,SE1144
0,343,SE1144
0,370,SE1144
0,381,SE1144
0,408,SE1144
0,415,SE1144
0,434,SE1144
0,464,SE1144
0,471,SE1144
0,483,SE1144
0,484,SE1144
0,498,SE1144
0,537,SE1144
0,554,SE1144
0,558,SE1144
0,597,SE1144
0,599,SE1144
0,610,SE1144
0,664,SE1144
0,695,SE1144
0,696,SE1144
0,738,SE1144
0,767,SE1144
0,770,SE1144
0,782,SE1144
0,786,SE1144
0,792,SE1144
0,807,SE1144
0,809,SE1144
0,144,SE1145
0,191,SE1145
0,418,SE1145
0,433,SE1145
0,544,SE1145
0,624,SE1145
0,646,SE1145
0,801,SE1145
0,345,SE1146
0,282,SE1147
0,320,SE1147
0,14,SE1148
0,20,SE1148
0,159,SE1148
0,168,SE1148
0,183,SE1148
0,222,SE1148
0,278,SE1148
0,390,SE1148
0,409,SE1148
0,411,SE1148
0,423,SE1148
0,538,SE1148
0,565,SE1148
0,594,SE1148
0,614,SE1148
0,641,SE1148
0,707,SE1148
0,724,SE1148
0,766,SE1148
0,783,SE1148
0,821,SE1148
0,315,SE1149
0,575,SE1149
0,77,SE1150
0,25,SE1151
0,35,SE1151
0,575,SE1151
0,471,SE1152
0,415,SE1153
0,489,SE1154
0,109,SE1155
0,175,SE1155
0,227,SE1155
0,236,SE1155
0,258,SE1155
0,270,SE1155
0,303,SE1155
0,657,SE1155
0,702,SE1155
0,88,SE1156
0,320,SE1156
0,392,SE1156
0,406,SE1156
0,473,SE1156
0,523,SE1156
0,650,SE1156
0,689,SE1156
0,722,SE1156
0,53,SE1157
0,126,SE1157
0,260,SE1157
0,316,SE1157
0,320,SE1157
0,343,SE1157
0,483,SE1157
0,484,SE1157
0,558,SE1157
0,689,SE1157
0,738,SE1157
0,770,SE1157
0,664,SE1158
0,718,SE1158
0,20,SE1159
0,26,SE1159
0,29,SE1159
0,34,SE1159
0,41,SE1159
0,42,SE1159
0,48,SE1159
0,50,SE1159
0,61,SE1159
0,62,SE1159
0,75,SE1159
0,76,SE1159
0,77,SE1159
0,83,SE1159
0,86,SE1159
0,100,SE1159
0,103,SE1159
0,104,SE1159
0,137,SE1159
0,155,SE1159
0,162,SE1159
0,183,SE1159
0,203,SE1159
0,220,SE1159
0,232,SE1159
0,241,SE1159
0,249,SE1159
0,252,SE1159
0,254,SE1159
0,261,SE1159
0,278,SE1159
0,297,SE1159
